FISCAL_YEAR,RECORD_DATE,AMOUNT_EXPENDED
2018,06/30/2018 12:00:00 AM,-14504608.96
2017,09/08/2016 12:00:00 AM,20185219.48
2019,04/20/2019 12:00:00 AM,185800.37
2023,02/09/2023 12:00:00 AM,1125412.67
2015,10/29/2014 12:00:00 AM,11118416.56
2024,09/16/2023 12:00:00 AM,428738.7
2016,10/16/2015 12:00:00 AM,-2214813.32
2022,06/03/2022 12:00:00 AM,3262189.42
2021,09/09/2020 12:00:00 AM,37197.53
2015,01/26/2015 12:00:00 AM,19529775.3
2019,09/17/2018 12:00:00 AM,2018644.6
2018,07/21/2017 12:00:00 AM,3722633.56
2021,08/18/2020 12:00:00 AM,30101050.72
2018,03/23/2018 12:00:00 AM,2176009.79
2017,10/10/2016 12:00:00 AM,1118758.42
2021,03/11/2021 12:00:00 AM,2647387.71
2021,12/15/2020 12:00:00 AM,3673789.57
2024,10/31/2023 12:00:00 AM,4025563.45
2019,07/12/2018 12:00:00 AM,3874745.29
2023,01/05/2023 12:00:00 AM,2161024.17
2015,12/17/2014 12:00:00 AM,4613186.09
2015,07/09/2014 12:00:00 AM,2807149.67
2021,11/25/2020 12:00:00 AM,1561873.07
2020,04/22/2020 12:00:00 AM,1222565.94
2021,11/23/2020 12:00:00 AM,3149603.36
2024,06/24/2024 12:00:00 AM,103842.92
2015,01/25/2015 12:00:00 AM,1546298.89
2023,12/10/2022 12:00:00 AM,142253.73
2023,02/24/2023 12:00:00 AM,4768567.91
2018,07/26/2017 12:00:00 AM,2349757.16
2018,08/25/2017 12:00:00 AM,1418950.84
2016,12/02/2015 12:00:00 AM,2821473.72
2016,08/18/2015 12:00:00 AM,6683326.72
2021,02/15/2021 12:00:00 AM,52639.27
2022,08/26/2021 12:00:00 AM,1639112.68
2019,02/27/2019 12:00:00 AM,2617224.33
2018,11/18/2017 12:00:00 AM,393990.37
2022,01/13/2022 12:00:00 AM,1562888.12
2020,12/23/2019 12:00:00 AM,7321067.61
2024,05/20/2024 12:00:00 AM,1610660.22
2022,12/27/2021 12:00:00 AM,3152486.96
2019,05/06/2019 12:00:00 AM,1735970.49
2023,12/14/2022 12:00:00 AM,3453164.21
2018,03/14/2018 12:00:00 AM,403403.99
2023,05/01/2023 12:00:00 AM,-1865338.9
2024,06/13/2024 12:00:00 AM,24746000.91
2021,06/01/2021 12:00:00 AM,-97540.8
2017,12/21/2016 12:00:00 AM,4953635.26
2016,11/24/2015 12:00:00 AM,1572365.09
2022,07/11/2021 12:00:00 AM,2654458.01
2015,08/29/2014 12:00:00 AM,4809018.8
2022,01/26/2022 12:00:00 AM,1929864.51
2016,12/07/2015 12:00:00 AM,1093455.67
2023,08/17/2022 12:00:00 AM,794775.26
2017,05/11/2017 12:00:00 AM,1407592.2
2017,10/28/2016 12:00:00 AM,874377.3
2020,01/16/2020 12:00:00 AM,3097068.04
2020,01/28/2020 12:00:00 AM,1915239.74
2018,07/20/2017 12:00:00 AM,2671024.02
2015,09/25/2014 12:00:00 AM,4932468.53
2017,10/19/2016 12:00:00 AM,4131598.68
2024,01/17/2024 12:00:00 AM,2438254.89
2021,11/15/2020 12:00:00 AM,1550
2024,08/23/2023 12:00:00 AM,2965933.25
2021,03/19/2021 12:00:00 AM,497495.79
2023,11/15/2022 12:00:00 AM,2200943.62
2024,11/06/2023 12:00:00 AM,2034035.35
2019,08/12/2018 12:00:00 AM,3250684.04
2016,12/31/2015 12:00:00 AM,1865906.4
2024,06/04/2024 12:00:00 AM,23117910.41
2019,05/16/2019 12:00:00 AM,5881812.77
2016,06/14/2016 12:00:00 AM,16972763.73
2024,07/04/2023 12:00:00 AM,18576943.69
2020,11/11/2019 12:00:00 AM,7784.27
2022,08/13/2021 12:00:00 AM,1893690.53
2020,02/04/2020 12:00:00 AM,25007646.16
2023,12/19/2022 12:00:00 AM,30424082.57
2016,07/22/2015 12:00:00 AM,940248.42
2024,07/21/2023 12:00:00 AM,6590294.94
2022,04/20/2022 12:00:00 AM,751823.04
2016,05/18/2016 12:00:00 AM,4053525.56
2018,04/27/2018 12:00:00 AM,1690223.22
2016,05/06/2016 12:00:00 AM,889356.66
2015,11/14/2014 12:00:00 AM,84896.61
2019,05/23/2019 12:00:00 AM,2733282.43
2015,01/02/2015 12:00:00 AM,3092.99
2024,02/11/2024 12:00:00 AM,3511791.62
2015,01/15/2015 12:00:00 AM,4338448.59
2017,01/17/2017 12:00:00 AM,1921870.8
2022,09/06/2021 12:00:00 AM,2551.65
2022,05/26/2022 12:00:00 AM,1963115.96
2016,04/07/2016 12:00:00 AM,1188221.96
2019,03/30/2019 12:00:00 AM,372134.62
2019,02/11/2019 12:00:00 AM,260992.47
2020,10/18/2019 12:00:00 AM,3992209.18
2016,12/10/2015 12:00:00 AM,1774452.93
2022,06/12/2022 12:00:00 AM,2798079
2019,12/15/2018 12:00:00 AM,359076.6
2019,07/11/2018 12:00:00 AM,1179337.49
2022,10/20/2021 12:00:00 AM,1948896.08
2020,12/17/2019 12:00:00 AM,1726525.7
2018,10/25/2017 12:00:00 AM,1952431.68
2019,03/04/2019 12:00:00 AM,1315752.94
2022,05/18/2022 12:00:00 AM,4861565.33
2023,02/23/2023 12:00:00 AM,2975892.2
2016,06/17/2016 12:00:00 AM,3422889.41
2021,11/12/2020 12:00:00 AM,2990189.44
2017,02/22/2017 12:00:00 AM,598069.77
2022,06/04/2022 12:00:00 AM,2048.15
2023,01/08/2023 12:00:00 AM,3453694.22
2022,04/12/2022 12:00:00 AM,23312727.75
2022,06/24/2022 12:00:00 AM,-152871.92
2024,12/18/2023 12:00:00 AM,803976.11
2015,03/05/2015 12:00:00 AM,3488176.43
2021,10/17/2020 12:00:00 AM,2670.59
2021,05/15/2021 12:00:00 AM,6537.6
2023,08/01/2022 12:00:00 AM,2712043
2016,04/28/2016 12:00:00 AM,1069643.24
2018,03/31/2018 12:00:00 AM,904070.82
2020,07/05/2019 12:00:00 AM,127931.57
2016,10/21/2015 12:00:00 AM,4109310.34
2024,08/03/2023 12:00:00 AM,2439130.43
2017,11/18/2016 12:00:00 AM,1951998.75
2016,10/15/2015 12:00:00 AM,6050088.25
2021,11/10/2020 12:00:00 AM,18683326.11
2022,07/18/2021 12:00:00 AM,6923.97
2017,03/01/2017 12:00:00 AM,1259080.91
2019,12/21/2018 12:00:00 AM,1037998.16
2020,11/02/2019 12:00:00 AM,1114033.63
2021,05/29/2021 12:00:00 AM,2384901.72
2015,12/11/2014 12:00:00 AM,7843838.5
2022,11/02/2021 12:00:00 AM,6906720.47
2016,08/26/2015 12:00:00 AM,1726476.66
2022,11/04/2021 12:00:00 AM,1629543.47
2019,09/28/2018 12:00:00 AM,2433480.65
2023,10/19/2022 12:00:00 AM,1722054.41
2018,08/17/2017 12:00:00 AM,3141299.16
2017,10/01/2016 12:00:00 AM,5567798.19
2015,04/24/2015 12:00:00 AM,311029.27
2019,08/08/2018 12:00:00 AM,6331538.32
2018,10/23/2017 12:00:00 AM,1371887.39
2017,06/17/2017 12:00:00 AM,293596.06
2015,07/23/2014 12:00:00 AM,1723978.57
2020,06/24/2020 12:00:00 AM,11968735
2020,02/06/2020 12:00:00 AM,2131669.31
2015,05/24/2015 12:00:00 AM,456911.94
2019,10/24/2018 12:00:00 AM,1373642.33
2020,01/24/2020 12:00:00 AM,1864394.32
2018,01/04/2018 12:00:00 AM,1436705.31
2020,08/11/2019 12:00:00 AM,3131413.99
2021,12/31/2020 12:00:00 AM,576535.85
2015,09/26/2014 12:00:00 AM,1847437.15
2019,05/24/2019 12:00:00 AM,795758.89
2023,12/01/2022 12:00:00 AM,2174828.32
2016,11/10/2015 12:00:00 AM,2921137.29
2015,08/13/2014 12:00:00 AM,8585169.9
2016,09/11/2015 12:00:00 AM,2579143.48
2023,11/22/2022 12:00:00 AM,42116228.08
2024,07/19/2023 12:00:00 AM,2741206.9
2022,01/29/2022 12:00:00 AM,350
2020,03/09/2020 12:00:00 AM,1957042.1
2017,06/11/2017 12:00:00 AM,2545080.31
2019,10/27/2018 12:00:00 AM,289519.83
2016,03/09/2016 12:00:00 AM,417904.94
2022,10/05/2021 12:00:00 AM,9617400.03
2021,12/08/2020 12:00:00 AM,19988613.3
2024,10/14/2023 12:00:00 AM,228697.14
2022,09/18/2021 12:00:00 AM,1005.8
2024,02/22/2024 12:00:00 AM,6986110.71
2018,09/08/2017 12:00:00 AM,8803767.11
2018,06/07/2018 12:00:00 AM,2081634.72
2016,06/02/2016 12:00:00 AM,1803019.6
2022,09/27/2021 12:00:00 AM,6340214.73
2020,04/08/2020 12:00:00 AM,775985.24
2018,10/17/2017 12:00:00 AM,15922015.37
2022,10/29/2021 12:00:00 AM,21215716.17
2024,12/13/2023 12:00:00 AM,4014238.48
2020,12/31/2019 12:00:00 AM,885823.13
2022,02/25/2022 12:00:00 AM,4075757.2
2018,07/17/2017 12:00:00 AM,2169435.22
2024,11/01/2023 12:00:00 AM,2694613.64
2018,02/05/2018 12:00:00 AM,1005648.6
2022,02/11/2022 12:00:00 AM,1913809.18
2024,02/27/2024 12:00:00 AM,33961750.94
2023,11/12/2022 12:00:00 AM,97612.53
2017,05/20/2017 12:00:00 AM,726179.5
2022,01/21/2022 12:00:00 AM,6757979.63
2019,07/25/2018 12:00:00 AM,1900145.61
2020,08/19/2019 12:00:00 AM,2332382.49
2024,08/11/2023 12:00:00 AM,2905217
2020,08/05/2019 12:00:00 AM,908335.19
2015,07/17/2014 12:00:00 AM,3423267.66
2019,02/26/2019 12:00:00 AM,4094883.55
2022,01/28/2022 12:00:00 AM,-55587.57
2016,09/08/2015 12:00:00 AM,14090136.61
2019,08/17/2018 12:00:00 AM,4869202.21
2019,03/14/2019 12:00:00 AM,1409735.24
2019,11/16/2018 12:00:00 AM,4262430.9
2017,09/22/2016 12:00:00 AM,4385270.35
2020,08/28/2019 12:00:00 AM,9734129.77
2020,05/02/2020 12:00:00 AM,331540.57
2018,11/11/2017 12:00:00 AM,84729.01
2024,07/22/2023 12:00:00 AM,374109.96
2021,03/31/2021 12:00:00 AM,1723212.84
2022,03/24/2022 12:00:00 AM,2145654.94
2020,02/07/2020 12:00:00 AM,1125753.41
2019,09/26/2018 12:00:00 AM,728662.3
2020,04/01/2020 12:00:00 AM,5234892.41
2017,10/11/2016 12:00:00 AM,683224.25
2022,06/08/2022 12:00:00 AM,4251078.75
2015,07/03/2014 12:00:00 AM,-27709.91
2016,11/07/2015 12:00:00 AM,2730
2017,07/15/2016 12:00:00 AM,3722440.69
2019,11/11/2018 12:00:00 AM,3806640.42
2023,12/09/2022 12:00:00 AM,1852757.11
2018,11/02/2017 12:00:00 AM,807162.44
2017,07/25/2016 12:00:00 AM,2835368.2
2018,06/05/2018 12:00:00 AM,1626453.3
2015,04/15/2015 12:00:00 AM,4868915.97
2023,09/08/2022 12:00:00 AM,673183.31
2019,01/19/2019 12:00:00 AM,2304127.48
2024,11/09/2023 12:00:00 AM,7698203.08
2023,12/12/2022 12:00:00 AM,2600737.04
2016,07/12/2015 12:00:00 AM,6575429.63
2021,05/28/2021 12:00:00 AM,57277952.47
2024,03/26/2024 12:00:00 AM,35362693.72
2017,07/29/2016 12:00:00 AM,2020668.53
2016,11/06/2015 12:00:00 AM,580118.4
2024,05/12/2024 12:00:00 AM,4044363.84
2020,12/14/2019 12:00:00 AM,866190.39
2022,04/28/2022 12:00:00 AM,2712667.76
2016,01/12/2016 12:00:00 AM,16709381.95
2022,05/12/2022 12:00:00 AM,1304448.9
2022,03/25/2022 12:00:00 AM,800558.59
2015,07/29/2014 12:00:00 AM,26481044.97
2023,07/25/2022 12:00:00 AM,962300.32
2024,09/25/2023 12:00:00 AM,3391148.96
2015,06/16/2015 12:00:00 AM,26694690.19
2022,09/02/2021 12:00:00 AM,5958098
2018,12/15/2017 12:00:00 AM,1908780.44
2018,07/24/2017 12:00:00 AM,2818738.55
2017,06/08/2017 12:00:00 AM,6606466.19
2020,06/17/2020 12:00:00 AM,6145625.86
2021,04/10/2021 12:00:00 AM,0
2024,02/15/2024 12:00:00 AM,1993140.65
2023,08/18/2022 12:00:00 AM,6835938.93
2016,08/28/2015 12:00:00 AM,53858368.48
2021,10/18/2020 12:00:00 AM,7373.2
2016,01/19/2016 12:00:00 AM,4279189.89
2023,11/11/2022 12:00:00 AM,521.25
2015,07/01/2014 12:00:00 AM,17267554.99
2015,12/10/2014 12:00:00 AM,2707218.41
2019,12/11/2018 12:00:00 AM,2609009.25
2016,09/16/2015 12:00:00 AM,7099405.93
2021,11/02/2020 12:00:00 AM,852101.86
2016,09/23/2015 12:00:00 AM,946398.55
2017,07/27/2016 12:00:00 AM,1096274.45
2022,05/20/2022 12:00:00 AM,1918592.52
2021,09/22/2020 12:00:00 AM,4669699.41
2017,11/04/2016 12:00:00 AM,7660251.01
2021,04/15/2021 12:00:00 AM,2962929.38
2022,01/10/2022 12:00:00 AM,5424315.54
2024,08/21/2023 12:00:00 AM,1369942.34
2020,12/05/2019 12:00:00 AM,4786985.69
2021,10/22/2020 12:00:00 AM,7423927.58
2023,04/19/2023 12:00:00 AM,15700408.52
2021,01/23/2021 12:00:00 AM,4112.5
2023,11/14/2022 12:00:00 AM,8503680.94
2023,03/06/2023 12:00:00 AM,870597.35
2017,01/21/2017 12:00:00 AM,316058.91
2016,05/15/2016 12:00:00 AM,7394.61
2021,03/10/2021 12:00:00 AM,1061536.38
2020,10/12/2019 12:00:00 AM,87378
2024,03/11/2024 12:00:00 AM,2133083.49
2020,11/04/2019 12:00:00 AM,871659.14
2018,03/20/2018 12:00:00 AM,27519627.21
2023,04/28/2023 12:00:00 AM,7280866.4
2021,07/08/2020 12:00:00 AM,-28460.81
2018,09/30/2017 12:00:00 AM,441104.27
2017,09/15/2016 12:00:00 AM,581004.81
2018,10/30/2017 12:00:00 AM,21276939.3
2024,06/12/2024 12:00:00 AM,3582143.16
2020,04/27/2020 12:00:00 AM,2232639.53
2021,04/05/2021 12:00:00 AM,1214667.38
2016,06/13/2016 12:00:00 AM,2358203
2016,05/10/2016 12:00:00 AM,2429299.66
2017,11/13/2016 12:00:00 AM,2185654.69
2022,12/12/2021 12:00:00 AM,2693142.42
2022,10/26/2021 12:00:00 AM,31459138.43
2016,07/21/2015 12:00:00 AM,3907479.04
2023,03/28/2023 12:00:00 AM,32950991.26
2019,11/20/2018 12:00:00 AM,5603344.82
2021,06/07/2021 12:00:00 AM,2409158.14
2020,10/13/2019 12:00:00 AM,2955536.29
2024,05/30/2024 12:00:00 AM,29671282.61
2022,07/07/2021 12:00:00 AM,-2927.96
2018,09/18/2017 12:00:00 AM,1655512.31
2024,02/20/2024 12:00:00 AM,2730062.2
2018,06/29/2018 12:00:00 AM,230503.92
2023,06/20/2023 12:00:00 AM,33262449.93
2016,08/10/2015 12:00:00 AM,779870.15
2021,02/22/2021 12:00:00 AM,2934959.25
2018,09/05/2017 12:00:00 AM,16523267.22
2024,07/06/2023 12:00:00 AM,4272751.18
2020,11/01/2019 12:00:00 AM,5407320.77
2015,09/04/2014 12:00:00 AM,4295917.14
2023,07/08/2022 12:00:00 AM,-1780.5
2020,08/31/2019 12:00:00 AM,565619.05
2018,08/20/2017 12:00:00 AM,49893.25
2021,02/18/2021 12:00:00 AM,4050077.53
2022,10/27/2021 12:00:00 AM,1369217.81
2024,03/08/2024 12:00:00 AM,3001070.02
2019,10/25/2018 12:00:00 AM,9550934.77
2020,10/19/2019 12:00:00 AM,492565.06
2024,07/20/2023 12:00:00 AM,3684045.6
2016,10/07/2015 12:00:00 AM,12381862.63
2015,11/17/2014 12:00:00 AM,16692787.05
2016,06/12/2016 12:00:00 AM,2356913.31
2019,07/26/2018 12:00:00 AM,6822151.29
2023,09/14/2022 12:00:00 AM,3059585.13
2018,05/18/2018 12:00:00 AM,5970241.46
2020,08/16/2019 12:00:00 AM,1962383.43
2022,06/21/2022 12:00:00 AM,30996695.24
2023,07/21/2022 12:00:00 AM,6277795.53
2015,07/08/2014 12:00:00 AM,32259.32
2017,08/06/2016 12:00:00 AM,1260
2021,12/21/2020 12:00:00 AM,1002722.97
2015,09/15/2014 12:00:00 AM,2437454.44
2024,05/09/2024 12:00:00 AM,5834410.26
2017,12/07/2016 12:00:00 AM,810012.98
2015,12/09/2014 12:00:00 AM,2257988.43
2017,01/31/2017 12:00:00 AM,2454057.26
2016,07/13/2015 12:00:00 AM,3592926.65
2022,07/12/2021 12:00:00 AM,-88819.23
2024,09/28/2023 12:00:00 AM,12960474.54
2016,06/07/2016 12:00:00 AM,2960783.17
2023,11/04/2022 12:00:00 AM,833793.66
2022,04/19/2022 12:00:00 AM,1118380.89
2017,06/10/2017 12:00:00 AM,634146.46
2021,10/06/2020 12:00:00 AM,4585163.32
2018,04/11/2018 12:00:00 AM,878625.19
2021,04/01/2021 12:00:00 AM,2021078.66
2015,04/13/2015 12:00:00 AM,7953136.15
2019,05/17/2019 12:00:00 AM,1754951.2
2022,12/20/2021 12:00:00 AM,2553747.96
2019,05/08/2019 12:00:00 AM,2401436
2023,09/07/2022 12:00:00 AM,3774236.65
2024,02/05/2024 12:00:00 AM,391576.41
2023,05/26/2023 12:00:00 AM,675265.65
2020,11/23/2019 12:00:00 AM,642493.7
2018,04/04/2018 12:00:00 AM,3735837.92
2018,07/19/2017 12:00:00 AM,4250535.23
2024,02/29/2024 12:00:00 AM,6627088.82
2016,09/03/2015 12:00:00 AM,2001479.57
2016,03/29/2016 12:00:00 AM,606418.27
2015,07/11/2014 12:00:00 AM,6801957.98
2018,08/31/2017 12:00:00 AM,1232737.93
2023,07/16/2022 12:00:00 AM,1961252.82
2018,09/22/2017 12:00:00 AM,4008904.33
2019,10/01/2018 12:00:00 AM,5810014.74
2021,04/11/2021 12:00:00 AM,2803602.42
2019,06/01/2019 12:00:00 AM,51665.43
2021,01/07/2021 12:00:00 AM,2107120.78
2016,10/09/2015 12:00:00 AM,1030167.73
2020,07/31/2019 12:00:00 AM,1835784.32
2022,08/15/2021 12:00:00 AM,204.75
2015,04/23/2015 12:00:00 AM,806649.08
2020,12/11/2019 12:00:00 AM,3529478.19
2015,01/21/2015 12:00:00 AM,1335710.02
2015,09/08/2014 12:00:00 AM,2801149.04
2019,11/07/2018 12:00:00 AM,2768192.43
2020,12/09/2019 12:00:00 AM,6819725.79
2023,05/24/2023 12:00:00 AM,3555637.53
2022,08/11/2021 12:00:00 AM,1340962.96
2016,07/30/2015 12:00:00 AM,510865.63
2021,03/07/2021 12:00:00 AM,913950
2017,05/08/2017 12:00:00 AM,1322048.03
2022,08/03/2021 12:00:00 AM,27546275.25
2022,08/02/2021 12:00:00 AM,2061915.14
2018,01/29/2018 12:00:00 AM,1441734.01
2016,08/19/2015 12:00:00 AM,4113392.84
2021,01/01/2021 12:00:00 AM,665145.72
2017,02/10/2017 12:00:00 AM,2912218.71
2019,03/09/2019 12:00:00 AM,351.9
2015,01/08/2015 12:00:00 AM,973715.24
2024,04/14/2024 12:00:00 AM,2280331.37
2016,07/31/2015 12:00:00 AM,5849369.78
2020,05/26/2020 12:00:00 AM,27385898.32
2018,10/21/2017 12:00:00 AM,430052.81
2019,01/07/2019 12:00:00 AM,1806829.45
2016,08/20/2015 12:00:00 AM,5732183.78
2016,07/02/2015 12:00:00 AM,-37337.59
2018,04/23/2018 12:00:00 AM,10618897.69
2021,09/29/2020 12:00:00 AM,34550395.65
2023,04/26/2023 12:00:00 AM,2753584.25
2023,06/21/2023 12:00:00 AM,22809784.6
2020,05/15/2020 12:00:00 AM,1167700.97
2022,09/21/2021 12:00:00 AM,4352874.52
2021,01/08/2021 12:00:00 AM,1485492.3
2023,11/29/2022 12:00:00 AM,58379224.71
2015,11/23/2014 12:00:00 AM,3515567.69
2015,09/29/2014 12:00:00 AM,2826955.37
2020,01/31/2020 12:00:00 AM,1415302.65
2019,01/25/2019 12:00:00 AM,1898052.57
2021,07/25/2020 12:00:00 AM,16191.95
2024,02/14/2024 12:00:00 AM,1494980.18
2019,01/28/2019 12:00:00 AM,4478794.32
2018,09/12/2017 12:00:00 AM,2282892.51
2016,12/17/2015 12:00:00 AM,12027524.82
2020,01/08/2020 12:00:00 AM,2103358.8
2022,06/15/2022 12:00:00 AM,7553446.93
2015,06/26/2015 12:00:00 AM,10419121.92
2016,08/03/2015 12:00:00 AM,7931084.1
2019,07/10/2018 12:00:00 AM,29523898.99
2020,10/11/2019 12:00:00 AM,1691219.02
2019,01/22/2019 12:00:00 AM,31696314.42
2022,02/02/2022 12:00:00 AM,1218363.88
2016,10/19/2015 12:00:00 AM,2505912.05
2016,08/23/2015 12:00:00 AM,969896.15
2020,09/06/2019 12:00:00 AM,1286060.83
2024,04/18/2024 12:00:00 AM,1186835.87
2019,05/30/2019 12:00:00 AM,1489087.6
2016,09/14/2015 12:00:00 AM,8170834.39
2020,05/01/2020 12:00:00 AM,1106067.21
2019,05/26/2019 12:00:00 AM,-9.75
2023,08/16/2022 12:00:00 AM,20285671.57
2021,05/18/2021 12:00:00 AM,2033060.81
2020,12/16/2019 12:00:00 AM,4801974.61
2020,10/27/2019 12:00:00 AM,386443.06
2019,11/28/2018 12:00:00 AM,45198114.58
2018,06/11/2018 12:00:00 AM,5572192.75
2024,11/29/2023 12:00:00 AM,9578775.19
2021,07/11/2020 12:00:00 AM,34059.75
2021,01/09/2021 12:00:00 AM,9645.78
2020,05/25/2020 12:00:00 AM,4586.63
2019,01/05/2019 12:00:00 AM,340156.04
2015,04/14/2015 12:00:00 AM,6685387.98
2024,02/09/2024 12:00:00 AM,736219.09
2016,01/21/2016 12:00:00 AM,1264733.85
2016,10/26/2015 12:00:00 AM,7085518.03
2022,04/15/2022 12:00:00 AM,1861290.04
2019,02/15/2019 12:00:00 AM,4112737.08
2024,08/08/2023 12:00:00 AM,2972002.36
2017,07/08/2016 12:00:00 AM,-86
2016,02/04/2016 12:00:00 AM,8748385.6
2023,10/11/2022 12:00:00 AM,19766118.4
2023,03/26/2023 12:00:00 AM,53339.17
2021,07/13/2020 12:00:00 AM,7849059.41
2019,03/21/2019 12:00:00 AM,2255239.65
2023,12/21/2022 12:00:00 AM,4476749.27
2024,07/28/2023 12:00:00 AM,3901160.54
2019,01/09/2019 12:00:00 AM,1921537.13
2022,06/23/2022 12:00:00 AM,6995503.18
2019,09/27/2018 12:00:00 AM,8272857.03
2016,09/18/2015 12:00:00 AM,3347846.22
2018,10/07/2017 12:00:00 AM,169561.56
2019,06/25/2019 12:00:00 AM,42098981.57
2019,01/14/2019 12:00:00 AM,5561321.39
2015,10/31/2014 12:00:00 AM,3141567.82
2018,10/11/2017 12:00:00 AM,2370930.85
2018,03/19/2018 12:00:00 AM,2342066.07
2023,08/09/2022 12:00:00 AM,2082649.14
2017,10/20/2016 12:00:00 AM,689750.26
2019,07/23/2018 12:00:00 AM,1567108.34
2023,11/19/2022 12:00:00 AM,89672.65
2019,07/05/2018 12:00:00 AM,-5621.8
2016,06/16/2016 12:00:00 AM,5102846.93
2015,11/19/2014 12:00:00 AM,1617926.3
2018,09/13/2017 12:00:00 AM,833319.2
2015,03/31/2015 12:00:00 AM,2718391.63
2017,01/22/2017 12:00:00 AM,169907.38
2021,12/04/2020 12:00:00 AM,1240934.38
2024,02/13/2024 12:00:00 AM,24152899.69
2023,02/13/2023 12:00:00 AM,125755.3
2019,01/10/2019 12:00:00 AM,185027.18
2017,11/09/2016 12:00:00 AM,582469.1
2019,03/27/2019 12:00:00 AM,3162375.11
2021,05/12/2021 12:00:00 AM,911582.79
2024,12/12/2023 12:00:00 AM,1923207.29
2020,06/03/2020 12:00:00 AM,1624089.44
2021,05/13/2021 12:00:00 AM,968129.08
2016,09/09/2015 12:00:00 AM,2496520.31
2019,11/24/2018 12:00:00 AM,267988.22
2021,12/16/2020 12:00:00 AM,1117863.71
2021,03/08/2021 12:00:00 AM,2270816.77
2024,11/30/2023 12:00:00 AM,4369667.73
2019,06/08/2019 12:00:00 AM,13678.57
2017,05/02/2017 12:00:00 AM,22846762.68
2016,11/04/2015 12:00:00 AM,2962374.71
2016,10/01/2015 12:00:00 AM,5503717.56
2021,11/28/2020 12:00:00 AM,0
2023,10/05/2022 12:00:00 AM,8781003.77
2019,03/11/2019 12:00:00 AM,9225850.36
2023,04/05/2023 12:00:00 AM,4083884.83
2016,11/02/2015 12:00:00 AM,1810519.82
2021,06/08/2021 12:00:00 AM,22183944.36
2022,08/08/2021 12:00:00 AM,2841444.21
2017,11/21/2016 12:00:00 AM,3919164.54
2019,01/11/2019 12:00:00 AM,5485331.69
2024,10/21/2023 12:00:00 AM,401482.31
2023,08/26/2022 12:00:00 AM,1006035.46
2015,05/04/2015 12:00:00 AM,949445.88
2020,02/22/2020 12:00:00 AM,823547.41
2022,08/31/2021 12:00:00 AM,35463854.41
2021,01/06/2021 12:00:00 AM,1705971.35
2023,03/14/2023 12:00:00 AM,23021887.62
2020,05/11/2020 12:00:00 AM,1022613.56
2016,10/08/2015 12:00:00 AM,2370867.03
2024,05/02/2024 12:00:00 AM,5898793.93
2016,03/13/2016 12:00:00 AM,2769821.64
2016,08/14/2015 12:00:00 AM,199581.79
2022,05/27/2022 12:00:00 AM,1480824.34
2021,11/11/2020 12:00:00 AM,251152.08
2017,03/16/2017 12:00:00 AM,2178205.31
2016,09/10/2015 12:00:00 AM,947814.97
2017,04/12/2017 12:00:00 AM,1442467.83
2020,07/03/2019 12:00:00 AM,-719.63
2015,09/07/2014 12:00:00 AM,485214.56
2017,07/05/2016 12:00:00 AM,654413
2022,11/30/2021 12:00:00 AM,66330222.4
2020,03/02/2020 12:00:00 AM,6743802.92
2016,11/20/2015 12:00:00 AM,2433262.4
2015,07/10/2014 12:00:00 AM,-11308430.86
2022,09/29/2021 12:00:00 AM,2041793.06
2016,02/14/2016 12:00:00 AM,2603931.53
2015,12/03/2014 12:00:00 AM,9113426.95
2024,07/17/2023 12:00:00 AM,4308919.17
2022,01/03/2022 12:00:00 AM,900419.14
2019,08/02/2018 12:00:00 AM,1125356.04
2022,04/06/2022 12:00:00 AM,4686504.29
2017,06/20/2017 12:00:00 AM,2463599.33
2024,07/27/2023 12:00:00 AM,2183972.47
2017,01/03/2017 12:00:00 AM,6303209.34
2018,07/29/2017 12:00:00 AM,93551.19
2020,12/08/2019 12:00:00 AM,3258446.7
2023,12/11/2022 12:00:00 AM,2803265.25
2016,05/12/2016 12:00:00 AM,2032885.35
2017,07/07/2016 12:00:00 AM,290856.25
2018,04/21/2018 12:00:00 AM,179361.7
2016,10/13/2015 12:00:00 AM,7289565.72
2016,06/21/2016 12:00:00 AM,3983584.1
2022,06/01/2022 12:00:00 AM,1965436.24
2018,11/03/2017 12:00:00 AM,1659431.36
2018,04/22/2018 12:00:00 AM,-117.01
2022,03/01/2022 12:00:00 AM,17542775.57
2015,11/18/2014 12:00:00 AM,26558677.85
2017,03/20/2017 12:00:00 AM,1351499.65
2017,08/29/2016 12:00:00 AM,570314.15
2016,07/16/2015 12:00:00 AM,6523584.43
2024,10/24/2023 12:00:00 AM,36035886.58
2019,04/10/2019 12:00:00 AM,13755840.41
2017,12/27/2016 12:00:00 AM,26192958.69
2015,05/10/2015 12:00:00 AM,3440814.6
2017,09/06/2016 12:00:00 AM,14064229.6
2022,02/07/2022 12:00:00 AM,2861775.32
2023,05/10/2023 12:00:00 AM,4572678.8
2018,09/01/2017 12:00:00 AM,1019877.61
2017,01/16/2017 12:00:00 AM,21402
2023,09/26/2022 12:00:00 AM,1538463.95
2018,05/31/2018 12:00:00 AM,9733610.7
2021,08/01/2020 12:00:00 AM,10727.27
2021,03/03/2021 12:00:00 AM,2328205.1
2016,01/14/2016 12:00:00 AM,18581923.59
2016,09/24/2015 12:00:00 AM,889319.83
2015,03/13/2015 12:00:00 AM,749272.47
